종목코드,종목명,시장
081000,일진다이아,KOSPI
305080,TIGER 미국채10년선물,KOSPI
460850,동국씨엠,KOSPI
015230,대창단조,KOSPI
090350,노루페인트,KOSPI
123690,한국화장품,KOSPI
462900,KoAct 바이오헬스케어액티브,KOSPI
364970,TIGER 바이오TOP10,KOSPI
016450,한세예스24홀딩스,KOSPI
372330,KODEX 차이나항셍테크,KOSPI
009580,무림P&P,KOSPI
003610,방림,KOSPI
068290,삼성출판사,KOSPI
002170,삼양통상,KOSPI
481430,RISE 국고채10년액티브,KOSPI
107590,미원홀딩스,KOSPI
003830,대한화섬,KOSPI
483290,KODEX 미국배당다우존스타겟커버드콜,KOSPI
213610,KODEX 삼성그룹밸류,KOSPI
010580,에스엠벡셀,KOSPI
491010,TIGER 글로벌AI전력인프라액티브,KOSPI
422420,RISE 2차전지액티브,KOSPI
000390,삼화페인트,KOSPI
472920,HK 종합채권(AA-이상)액티브,KOSPI
009070,KCTC,KOSPI
000970,한국주철관,KOSPI
445290,KODEX 로봇액티브,KOSPI
092200,디아이씨,KOSPI
025820,이구산업,KOSPI
272560,RISE 단기국공채액티브,KOSPI
462520,조선내화,KOSPI
010955,S-Oil우,KOSPI
002390,한독,KOSPI
000300,DH오토넥스,KOSPI
000860,강남제비스코,KOSPI
007210,벽산,KOSPI
005950,이수화학,KOSPI
011330,유니켐,KOSPI
441800,TIMEFOLIO Korea플러스배당액티브,KOSPI
015890,태경산업,KOSPI
004250,NPC,KOSPI
490590,RISE 미국AI밸류체인데일리고정커버드콜,KOSPI
027970,한국제지,KOSPI
079430,현대리바트,KOSPI
004970,신라교역,KOSPI
003460,유화증권,KOSPI
008110,대동전자,KOSPI
480030,ACE 미국500데일리타겟커버드콜(합성),KOSPI
001520,동양,KOSPI
000700,유수홀딩스,KOSPI
302450,RISE 코스피,KOSPI
485540,KODEX 미국AI테크TOP10,KOSPI
069460,대호에이엘,KOSPI
244580,KODEX 바이오,KOSPI
006840,AK홀딩스,KOSPI
008040,사조동아원,KOSPI
469070,RISE AI&로봇,KOSPI
464240,KIWOOM 26-09회사채(AA-이상)액티브,KOSPI
094280,효성ITX,KOSPI
130730,KIWOOM 단기자금,KOSPI
008350,남선알미늄,KOSPI
433330,SOL 미국S&P500,KOSPI
092220,KEC,KOSPI
144600,KODEX 은선물(H),KOSPI
003720,삼영,KOSPI
283580,KODEX 차이나CSI300,KOSPI
001360,삼성제약,KOSPI
003480,한진중공업홀딩스,KOSPI
139990,아주스틸,KOSPI
210540,디와이파워,KOSPI
004140,동방,KOSPI
012320,경동인베스트,KOSPI
350520,이지스레지던스리츠,KOSPI
498270,KIWOOM 미국양자컴퓨팅,KOSPI
020120,키다리스튜디오,KOSPI
298000,효성화학,KOSPI
024090,디씨엠,KOSPI
006490,인스코비,KOSPI
219480,KODEX 미국S&P500선물(H),KOSPI
530111,삼성 레버리지 천연가스 선물 ETN C,KOSPI
011280,태림포장,KOSPI
451530,TIGER 국고채30년스트립액티브,KOSPI
016710,대성홀딩스,KOSPI
492500,1Q 현대차그룹채권(A+이상)&국고통안,KOSPI
014580,태경비케이,KOSPI
031440,신세계푸드,KOSPI
014710,사조씨푸드,KOSPI
500029,신한 레버리지 은 선물 ETN(H),KOSPI
317400,자이에스앤디,KOSPI
326240,RISE IT플러스,KOSPI
414780,TIGER 차이나과창판STAR50(합성),KOSPI
244920,에이플러스에셋,KOSPI
400760,NH올원리츠,KOSPI
309230,ACE 미국WideMoat동일가중,KOSPI
012610,경인양행,KOSPI
610061,메리츠 3X 레버리지 국채30년 ETN,KOSPI
461950,KODEX 2차전지핵심소재10,KOSPI
017370,우신시스템,KOSPI
228810,TIGER 미디어컨텐츠,KOSPI
002620,제일파마홀딩스,KOSPI
033180,KH 필룩스,KOSPI
007540,샘표,KOSPI
190620,ACE 단기통안채,KOSPI
364960,TIGER BBIG,KOSPI
014160,대영포장,KOSPI
005870,휴니드,KOSPI
471990,KODEX AI반도체핵심장비,KOSPI
005960,동부건설,KOSPI
035000,HS애드,KOSPI
078000,텔코웨어,KOSPI
014280,금강공업,KOSPI
214330,금호에이치티,KOSPI
451060,1Q K200액티브,KOSPI
491230,PLUS 국공채머니마켓액티브,KOSPI
490090,TIGER 미국AI빅테크10,KOSPI
004080,신흥,KOSPI
004150,한솔홀딩스,KOSPI
019440,세아특수강,KOSPI
267850,아시아나IDT,KOSPI
570019,한투 코스피 양매도 5% OTM ETN,KOSPI
002990,금호건설,KOSPI
438570,SOL 국고채10년,KOSPI
295020,RISE 국채선물10년인버스,KOSPI
464930,TIGER 글로벌혁신블루칩TOP10,KOSPI
498180,파워 종합채권(AA-이상)액티브,KOSPI
077500,유니퀘스트,KOSPI
237350,KODEX 코스피100,KOSPI
120030,조선선재,KOSPI
455860,SOL 2차전지소부장Fn,KOSPI
463050,TIMEFOLIO K바이오액티브,KOSPI
496080,TIGER 코리아밸류업,KOSPI
488500,TIGER 미국S&P500동일가중,KOSPI
001020,페이퍼코리아,KOSPI
448600,RISE 25-11 회사채(AA-이상)액티브,KOSPI
012800,대창,KOSPI
500096,신한 인버스2X 천연가스 선물 ETN B,KOSPI
010100,한국무브넥스,KOSPI
089470,HDC현대EP,KOSPI
479730,TIGER 인도빌리언컨슈머,KOSPI
228800,TIGER 여행레저,KOSPI
063160,종근당바이오,KOSPI
006805,미래에셋증권우,KOSPI
182480,TIGER 미국MSCI리츠(합성 H),KOSPI
143850,TIGER 미국S&P500선물(H),KOSPI
483320,ACE 엔비디아밸류체인액티브,KOSPI
003060,에이프로젠바이오로직스,KOSPI
011690,와이투솔루션,KOSPI
033530,SJG세종,KOSPI
004310,현대약품,KOSPI
000105,유한양행우,KOSPI
015590,DKME,KOSPI
248170,샘표식품,KOSPI
570051,한투 나스닥 100 ETN,KOSPI
014530,극동유화,KOSPI
058850,KTcs,KOSPI
267290,경동도시가스,KOSPI
214390,경보제약,KOSPI
367770,RISE 수소경제테마,KOSPI
496020,WON 전단채플러스액티브,KOSPI
011700,한신기계,KOSPI
480370,씨케이솔루션,KOSPI
530036,삼성 인버스 2X WTI원유 선물 ETN,KOSPI
017550,수산세보틱스,KOSPI
013570,디와이,KOSPI
003580,HLB글로벌,KOSPI
476750,ACE 미국30년국채엔화노출액티브(H),KOSPI
412770,TIGER 글로벌AI플랫폼액티브,KOSPI
152380,KODEX 국채선물10년,KOSPI
006890,태경케미컬,KOSPI
002450,삼익악기,KOSPI
310960,TIGER 200TR,KOSPI
002200,한국수출포장,KOSPI
462540,SOL 25-09 회사채(AA-이상)액티브,KOSPI
227840,현대코퍼레이션홀딩스,KOSPI
016740,두올,KOSPI
412570,TIGER 2차전지TOP10레버리지,KOSPI
264900,크라운제과,KOSPI
304940,KODEX 미국나스닥100선물(H),KOSPI
489030,PLUS 고배당주위클리커버드콜,KOSPI
005800,신영와코루,KOSPI
570084,한투 블룸버그 인버스 2X 천연가스선물 ETN,KOSPI
093240,형지엘리트,KOSPI
448330,KODEX 삼성전자채권혼합,KOSPI
011390,부산산업,KOSPI
328370,PLUS 코스피TR,KOSPI
006660,삼성공조,KOSPI
332930,HANARO 200TR,KOSPI
005740,크라운해태홀딩스,KOSPI
441540,HANARO Fn조선해운,KOSPI
034590,인천도시가스,KOSPI
489570,HANARO 25-12 은행채(AA+이상)액티브,KOSPI
023450,동남합성,KOSPI
429000,TIGER 미국S&P500배당귀족,KOSPI
008700,아남전자,KOSPI
168580,ACE 중국본토CSI300,KOSPI
010660,화천기계,KOSPI
017900,광전자,KOSPI
000180,성창기업지주,KOSPI
489870,KIWOOM 25-09 회사채(AA-이상)액티브,KOSPI
570050,한투 S&P500 선물 ETN,KOSPI
079980,휴비스,KOSPI
700023,하나 Solactive 2X US Tech Top 10 ETN(H),KOSPI
011810,STX,KOSPI
021820,세원정공,KOSPI
067830,세이브존I&C,KOSPI
319640,TIGER 골드선물(H),KOSPI
495710,BNK 26-06 특수채(AAA이상)액티브,KOSPI
396690,미래에셋글로벌리츠,KOSPI
002780,진흥기업,KOSPI
472150,TIGER 배당커버드콜액티브,KOSPI
011150,CJ씨푸드,KOSPI
465780,마이티 26-09 특수채(AAA)액티브,KOSPI
461500,HANARO 종합채권(AA-이상)액티브,KOSPI
401170,RISE 메타버스,KOSPI
325020,KODEX 배당가치,KOSPI
002460,HS화성,KOSPI
014990,인디에프,KOSPI
520066,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,KOSPI
245340,TIGER 미국다우존스30,KOSPI
036580,팜스코,KOSPI
444200,SOL 코리아메가테크액티브,KOSPI
491620,RISE 미국테크100데일리고정커버드콜,KOSPI
325010,KODEX 성장주,KOSPI
004840,DRB동일,KOSPI
267770,TIGER 200선물레버리지,KOSPI
401470,KODEX 메타버스액티브,KOSPI
494310,KODEX 반도체레버리지,KOSPI
610037,메리츠 미국채30년 ETN(H),KOSPI
473440,ACE 11월만기자동연장회사채AA-이상액티브,KOSPI
419890,KIWOOM 단기채권ESG액티브,KOSPI
004890,동일산업,KOSPI
500037,신한 레버리지 금 선물 ETN,KOSPI
008260,NI스틸,KOSPI
163560,동일고무벨트,KOSPI
000590,CS홀딩스,KOSPI
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),KOSPI
550044,N2 레버리지 S&P500 ETN,KOSPI
023000,삼원강재,KOSPI
001080,만호제강,KOSPI
266360,KODEX K콘텐츠,KOSPI
466400,1Q 25-08 회사채(A+이상)액티브,KOSPI
119650,KC코트렐,KOSPI
058860,KTis,KOSPI
032560,황금에스티,KOSPI
365000,TIGER 인터넷TOP10,KOSPI
500095,신한 S&P500 VIX S/T 선물 ETN E,KOSPI
002720,국제약품,KOSPI
570082,한투 인버스 2X 코스닥150선물 ETN,KOSPI
000230,일동홀딩스,KOSPI
002700,신일전자,KOSPI
014790,HL D&I,KOSPI
114820,TIGER 국채3년,KOSPI
004960,한신공영,KOSPI
101140,인바이오젠,KOSPI
001260,남광토건,KOSPI
550092,N2 월간 레버리지 방위산업 Top5 ETN,KOSPI
270810,RISE 코스닥150,KOSPI
760016,키움 레버리지 조선TOP10 ETN,KOSPI
001560,제일연마,KOSPI
012690,모나리자,KOSPI
010040,한국내화,KOSPI
013520,화승코퍼레이션,KOSPI
453330,RISE 미국S&P500(H),KOSPI
071090,하이스틸,KOSPI
490480,SOL K방산,KOSPI
006880,신송홀딩스,KOSPI
150460,TIGER 중국소비테마,KOSPI
465350,RISE 2차전지TOP10인버스(합성),KOSPI
006090,사조오양,KOSPI
204480,TIGER 차이나CSI300레버리지(합성),KOSPI
530136,삼성 인버스 2X 천연가스 선물 ETN D,KOSPI
004830,덕성,KOSPI
023800,인지컨트롤스,KOSPI
111380,동인기연,KOSPI
266160,RISE 고배당,KOSPI
007280,한국특강,KOSPI
315960,RISE 대형고배당10TR,KOSPI
002600,조흥,KOSPI
480040,ACE 미국반도체데일리타겟커버드콜(합성),KOSPI
014440,영보화학,KOSPI
011230,삼화전자,KOSPI
009200,무림페이퍼,KOSPI
464310,TIGER 글로벌AI&로보틱스 INDXX,KOSPI
580015,KB 레버리지 나스닥 100 ETN,KOSPI
475280,ACE 8월만기자동연장회사채AA-이상액티브,KOSPI
096775,SK이노베이션우,KOSPI
278240,RISE 코스닥150선물레버리지,KOSPI
338100,NH프라임리츠,KOSPI
400970,TIGER Fn메타버스,KOSPI
085310,엔케이,KOSPI
329660,KODEX TRF5050,KOSPI
129260,인터지스,KOSPI
385720,TIMEFOLIO 코스피액티브,KOSPI
007590,동방아그로,KOSPI
009180,한솔로지스틱스,KOSPI
004100,태양금속,KOSPI
308620,KODEX 미국10년국채선물,KOSPI
013360,일성건설,KOSPI
010960,삼호개발,KOSPI
004720,팜젠사이언스,KOSPI
447430,ACE 주주환원가치주액티브,KOSPI
016090,대현,KOSPI
152870,파워 200,KOSPI
275980,TIGER 글로벌4차산업혁신기술(합성 H),KOSPI
471760,TIGER AI반도체핵심공정,KOSPI
520054,미래에셋 레버리지 코스피200 선물 ETN,KOSPI
138540,TIGER 현대차그룹+펀더멘털,KOSPI
024900,디와이덕양,KOSPI
290130,RISE ESG사회책임투자,KOSPI
497880,SOL CD금리&머니마켓액티브,KOSPI
266420,KODEX 헬스케어,KOSPI
530055,삼성 레버리지 금 선물 ETN(H),KOSPI
372910,한컴라이프케어,KOSPI
002630,오리엔트바이오,KOSPI
100220,비상교육,KOSPI
001470,삼부토건,KOSPI
007980,TP,KOSPI
473590,ACE 미국주식베스트셀러,KOSPI
078935,GS우,KOSPI
399110,SOL 미국S&P500ESG,KOSPI
004910,조광페인트,KOSPI
001275,부국증권우,KOSPI
013870,지엠비코리아,KOSPI
490600,RISE 미국배당100데일리고정커버드콜,KOSPI
452250,ACE 미국30년국채선물레버리지(합성 H),KOSPI
000910,유니온,KOSPI
055490,테이팩스,KOSPI
580016,KB 레버리지 S&P 500 선물 ETN(H),KOSPI
480310,TIGER 글로벌온디바이스AI,KOSPI
031820,아이티센씨티에스,KOSPI
002220,한일철강,KOSPI
001550,조비,KOSPI
500050,신한 레버리지 S&P500 선물 ETN,KOSPI
111110,호전실업,KOSPI
003560,IHQ,KOSPI
001380,SG글로벌,KOSPI
000220,유유제약,KOSPI
002795,아모레퍼시픽홀딩스우,KOSPI
486830,HANARO 머니마켓액티브,KOSPI
004540,깨끗한나라,KOSPI
004450,삼화왕관,KOSPI
195980,PLUS 신흥국MSCI(합성 H),KOSPI
440640,ACE 단기채권알파액티브,KOSPI
003780,진양산업,KOSPI
092440,기신정기,KOSPI
500071,신한 레버리지 코스닥 150 선물 ETN,KOSPI
261270,KODEX 미국달러선물인버스,KOSPI
003925,남양유업우,KOSPI
010770,평화홀딩스,KOSPI
520057,미래에셋 인버스 2X 코스닥150 선물 ETN,KOSPI
580046,KB 블룸버그 인버스2X 천연가스선물 ETN(H),KOSPI
500015,신한 WTI원유 선물 ETN(H),KOSPI
498860,RISE 코리아금융고배당,KOSPI
005750,대림바스,KOSPI
001290,상상인증권,KOSPI
000850,화천기공,KOSPI
004870,티웨이홀딩스,KOSPI
009770,삼정펄프,KOSPI
469170,ACE 포스코그룹포커스,KOSPI
411420,KODEX 미국나스닥AI테크액티브,KOSPI
002140,고려산업,KOSPI
001210,금호전기,KOSPI
530061,삼성 레버리지 은 선물 ETN(H),KOSPI
047400,유니온머티리얼,KOSPI
102280,쌍방울,KOSPI
013700,까뮤이앤씨,KOSPI
475350,RISE 버크셔포트폴리오TOP10,KOSPI
252710,TIGER 200선물인버스2X,KOSPI
233160,TIGER 코스닥150 레버리지,KOSPI
468820,WON 25-09 회사채(AA-이상)액티브,KOSPI
009190,대양금속,KOSPI
003010,혜인,KOSPI
072130,유엔젤,KOSPI
395290,HANARO Fn K-POP&미디어,KOSPI
237370,KODEX 배당성장채권혼합,KOSPI
329670,KODEX TRF7030,KOSPI
471040,KoAct 글로벌AI&로봇액티브,KOSPI
449770,KIWOOM 미국S&P500,KOSPI
269540,PLUS 미국S&P500(H),KOSPI
580010,KB Wise 분할매매 ETN,KOSPI
530019,삼성 미국 대형 성장주 ETN,KOSPI
139280,TIGER 경기방어,KOSPI
011420,갤럭시아에스엠,KOSPI
120115,코오롱인더우,KOSPI
004060,SG세계물산,KOSPI
018500,동원금속,KOSPI
091090,세원이앤씨,KOSPI
357250,미래에셋맵스리츠,KOSPI
174360,RISE 중국본토대형주CSI100,KOSPI
011300,성안머티리얼스,KOSPI
481850,신한글로벌액티브리츠,KOSPI
075180,새론오토모티브,KOSPI
006370,대구백화점,KOSPI
025620,제이준코스메틱,KOSPI
453080,KIWOOM 미국나스닥100(H),KOSPI
157500,TIGER 증권,KOSPI
570103,한투 인버스2X 나스닥100 ETN B,KOSPI
458750,TIGER 미국배당다우존스타겟커버드콜1호,KOSPI
000890,보해양조,KOSPI
610066,메리츠 KAP 통안채 3개월 ETN,KOSPI
004770,써니전자,KOSPI
570059,한투 레버리지 금 선물 ETN,KOSPI
002760,보락,KOSPI
041650,상신브레이크,KOSPI
447620,SOL 미국TOP5채권혼합40 Solactive,KOSPI
004440,삼일씨엔에스,KOSPI
433500,ACE 원자력테마딥서치,KOSPI
123320,TIGER 레버리지,KOSPI
437070,KODEX 아시아달러채권ESG플러스액티브,KOSPI
002920,유성기업,KOSPI
023810,인팩,KOSPI
155660,DSR,KOSPI
210780,TIGER 코스피고배당,KOSPI
272910,ACE 중장기국공채액티브,KOSPI
140700,KODEX 보험,KOSPI
454320,HANARO CAPEX설비투자iSelect,KOSPI
009835,한화솔루션우,KOSPI
000725,현대건설우,KOSPI
460960,ACE 글로벌인컴TOP10 SOLACTIVE,KOSPI
378850,화승알앤에이,KOSPI
021050,서원,KOSPI
359210,KODEX 코스피TR,KOSPI
004920,씨아이테크,KOSPI
520056,미래에셋 레버리지 코스닥150 선물 ETN,KOSPI
000650,천일고속,KOSPI
004410,서울식품,KOSPI
426150,WON 대한민국국고채액티브,KOSPI
520070,미래에셋 0.5X 코스피200 선물 ETN,KOSPI
058730,다스코,KOSPI
500082,신한 블룸버그 2X 천연가스 선물 ETN,KOSPI
090080,평화산업,KOSPI
292560,TIGER 일본엔선물,KOSPI
025750,한솔홈데코,KOSPI
134790,시디즈,KOSPI
760018,키움 미국달러선물 ETN B,KOSPI
530134,삼성 블룸버그 인버스2X WTI원유선물 ETN B,KOSPI
377990,TIGER Fn신재생에너지,KOSPI
203780,TIGER 미국나스닥바이오,KOSPI
225040,TIGER 미국S&P500레버리지(합성 H),KOSPI
395170,KODEX Top10동일가중,KOSPI
139660,KIWOOM 미국달러선물인버스,KOSPI
261240,KODEX 미국달러선물,KOSPI
008250,이건산업,KOSPI
008870,금비,KOSPI
466930,SOL 자동차TOP3플러스,KOSPI
464470,PLUS 미국채30년액티브,KOSPI
465770,STX그린로지스,KOSPI
580021,KB 인버스 천연가스 선물 ETN,KOSPI
471460,KIWOOM 국고채30년액티브,KOSPI
496090,KIWOOM 코리아밸류업,KOSPI
003080,SB성보,KOSPI
023350,한국종합기술,KOSPI
403790,마이다스 코스피액티브,KOSPI
476070,KODEX 글로벌비만치료제TOP2 Plus,KOSPI
118000,메타케어,KOSPI
550091,N2 방위산업 Top5 ETN,KOSPI
530015,삼성 미국 대형 성장주 ETN(H),KOSPI
006740,영풍제지,KOSPI
005305,롯데칠성우,KOSPI
001465,BYC우,KOSPI
461600,SOL 미국30년국채액티브(H),KOSPI
092780,DYP,KOSPI
322400,HANARO e커머스,KOSPI
123700,SJM,KOSPI
000950,전방,KOSPI
469150,ACE AI반도체포커스,KOSPI
332500,ACE 200TR,KOSPI
445150,KODEX 친환경조선해운액티브,KOSPI
017180,명문제약,KOSPI
001620,케이비아이동국실업,KOSPI
570106,한투 레버리지일본니케이225선물 ETN(H),KOSPI
027740,마니커,KOSPI
012160,영흥,KOSPI
485690,RISE 미국AI밸류체인TOP3Plus,KOSPI
007610,선도전기,KOSPI
025530,SJM홀딩스,KOSPI
261220,KODEX WTI원유선물(H),KOSPI
211560,TIGER 배당성장,KOSPI
304780,HANARO 200선물레버리지,KOSPI
426020,TIMEFOLIO 미국S&P500액티브,KOSPI
204450,KODEX 차이나H레버리지(H),KOSPI
700022,하나 Solactive US Tech Top 10 ETN(H),KOSPI
002880,대유에이텍,KOSPI
610078,메리츠 3X 레버리지 미국채30년 ETN,KOSPI
520071,미래에셋 0.5X 코스닥150 선물 ETN,KOSPI
002410,범양건영,KOSPI
610012,메리츠 레버리지 금 선물 ETN(H),KOSPI
550062,N2 레버리지 금 선물 ETN(H),KOSPI
760007,키움 코스피 200 TR ETN,KOSPI
423170,SOL 한국형글로벌반도체액티브,KOSPI
476690,TIGER 글로벌비만치료제TOP2Plus,KOSPI
019180,티에이치엔,KOSPI
009810,플레이그램,KOSPI
530067,삼성 KRX 금현물 ETN,KOSPI
407830,에셋플러스 글로벌플랫폼액티브,KOSPI
530130,삼성 S&P500 VIX S/T 선물 ETN B,KOSPI
009320,아진전자부품,KOSPI
245360,TIGER 차이나HSCEI,KOSPI
494330,ACE 라이프자산주주가치액티브,KOSPI
002360,SH에너지화학,KOSPI
069730,DSR제강,KOSPI
019490,엑시큐어하이트론,KOSPI
487910,ACE 인도컨슈머파워액티브,KOSPI
114100,RISE 국고채3년,KOSPI
371470,TIGER 차이나바이오테크SOLACTIVE,KOSPI
006980,우성,KOSPI
520089,미래에셋 CAPE 실러 US Core Sector ETN,KOSPI
006125,SK디스커버리우,KOSPI
479850,HANARO K-뷰티,KOSPI
468380,KODEX iShares미국하이일드액티브,KOSPI
455960,RISE 미국달러SOFR금리액티브(합성),KOSPI
472830,RISE 미국30년국채커버드콜(합성),KOSPI
433970,KODEX TDF2030액티브,KOSPI
530131,삼성 인버스0.5X S&P500 VIX S/T선물 ETN B,KOSPI
465330,RISE 2차전지TOP10,KOSPI
500016,신한 금 선물 ETN(H),KOSPI
017040,광명전기,KOSPI
476030,SOL 미국나스닥100,KOSPI
475260,ACE 2월만기자동연장회사채AA-이상액티브,KOSPI
010600,웰바이오텍,KOSPI
280930,KODEX 미국러셀2000(H),KOSPI
108450,ACE 삼성그룹섹터가중,KOSPI
500072,신한 인버스 2X 코스닥 150 선물 ETN,KOSPI
520080,미래에셋 미국 테크&반도체 TOP3 ETN,KOSPI
104530,KIWOOM 고배당,KOSPI
500020,신한 레버리지 다우존스지수 선물 ETN(H),KOSPI
023960,에쓰씨엔지니어링,KOSPI
421320,PLUS 우주항공&UAM,KOSPI
495230,KoAct 코리아밸류업액티브,KOSPI
211900,KODEX 배당성장,KOSPI
461460,PLUS 국고채10년액티브,KOSPI
530020,삼성 미국 대형 가치주 ETN,KOSPI
025560,미래산업,KOSPI
357430,마스턴프리미어리츠,KOSPI
008420,문배철강,KOSPI
003465,유화증권우,KOSPI
026940,부국철강,KOSPI
003475,유안타증권우,KOSPI
610007,메리츠 국채30년 ETN,KOSPI
610038,메리츠 레버리지 미국채30년 ETN(H),KOSPI
427120,RISE 플랫폼테마,KOSPI
099140,KODEX 차이나H,KOSPI
145270,케이탑리츠,KOSPI
019175,신풍제약우,KOSPI
278620,PLUS 단기채권액티브,KOSPI
433980,KODEX TDF2040액티브,KOSPI
453650,KODEX 미국S&P500금융,KOSPI
520087,미래에셋 레버리지 KRX 금현물 ETN,KOSPI
530115,삼성 레버리지 나스닥 100 ETN,KOSPI
520072,미래에셋 미국 AI TOP3 ETN,KOSPI
020760,일진디스플,KOSPI
012280,영화금속,KOSPI
117700,KODEX 건설,KOSPI
520091,미래에셋 인버스 천연가스 선물 ETN B,KOSPI
336160,RISE 금융채액티브,KOSPI
520086,미래에셋-0.5X S&P500 VIX S/T선물 ETN(H)B,KOSPI
109070,주성코퍼레이션,KOSPI
133820,화인베스틸,KOSPI
308170,씨티알모빌리티,KOSPI
332940,HANARO MSCI Korea TR,KOSPI
006570,대림통상,KOSPI
495550,SOL 코리아밸류업TR,KOSPI
520077,미래에셋 -1.5X 천연가스 선물 ETN,KOSPI
570116,한투 블룸버그레버리지WTI원유선물 ETN B,KOSPI
122260,KIWOOM 통안채1년,KOSPI
475270,ACE 5월만기자동연장회사채AA-이상액티브,KOSPI
456680,TIGER 차이나전기차레버리지(합성),KOSPI
520081,미래에셋 2X 미국 테크&반도체 TOP3 ETN,KOSPI
500027,신한 인버스 2X WTI원유 선물 ETN(H),KOSPI
446070,유니드비티플러스,KOSPI
496770,PLUS 글로벌방산,KOSPI
069640,한세엠케이,KOSPI
051630,진양화학,KOSPI
195930,TIGER 유로스탁스50(합성 H),KOSPI
396520,TIGER 차이나반도체FACTSET,KOSPI
000215,DL우,KOSPI
448100,WON 200,KOSPI
530104,삼성 레버리지 코스피200 선물 ETN,KOSPI
005320,온타이드,KOSPI
139220,TIGER 200 건설,KOSPI
200030,KODEX 미국S&P500산업재(합성),KOSPI
500069,신한 레버리지 코스피 200 선물 ETN,KOSPI
014130,한익스프레스,KOSPI
363580,KODEX 200IT TR,KOSPI
012200,계양전기,KOSPI
414270,ACE 글로벌자율주행액티브,KOSPI
009460,한창제지,KOSPI
500017,신한 은 선물 ETN(H),KOSPI
049800,우진플라임,KOSPI
010640,진양폴리,KOSPI
580020,KB 천연가스 선물 ETN(H),KOSPI
570029,한투 코스피 양매도 3% OTM ETN,KOSPI
570093,한투 레버리지 천연가스 선물 ETN B,KOSPI
434960,DAISHIN343 K200,KOSPI
530016,삼성 미국 대형 가치주 ETN(H),KOSPI
500018,신한 구리 선물 ETN(H),KOSPI
023150,MH에탄올,KOSPI
520068,미래에셋 2X 홍콩H 선물 ETN,KOSPI
530023,삼성 레버리지 China A50 선물 ETN(H),KOSPI
337160,KODEX 200ESG,KOSPI
005360,모나미,KOSPI
388280,RISE 컨택트대표,KOSPI
002870,신풍,KOSPI
530119,삼성 레버리지 항셍테크 ETN(H) B,KOSPI
530113,삼성 레버리지 S&P500 선물 ETN,KOSPI
010420,한솔PNS,KOSPI
005030,부산주공,KOSPI
700028,하나 레버리지 반도체 ETN,KOSPI
520074,미래에셋 미국 방위산업 TOP3 ETN,KOSPI
520073,미래에셋 레버리지 미국 AI TOP3 ETN,KOSPI
004270,남성,KOSPI
580034,KB 레버리지 FANG 플러스 ETN(H),KOSPI
160580,TIGER 구리실물,KOSPI
227540,TIGER 200 헬스케어,KOSPI
074610,이엔플러스,KOSPI
444490,WON 미국S&P500,KOSPI
458030,WON 국공채머니마켓액티브,KOSPI
012170,아센디오,KOSPI
003535,한화투자증권우,KOSPI
024890,대원화성,KOSPI
550041,N2 미국 IT TOP5 ETN(H),KOSPI
143210,핸즈코퍼레이션,KOSPI
530116,삼성 인버스 2X 나스닥 100 ETN,KOSPI
123310,TIGER 인버스,KOSPI
261250,KODEX 미국달러선물레버리지,KOSPI
011090,에넥스,KOSPI
530014,삼성 China A50 선물 ETN(H),KOSPI
002820,SUN&L,KOSPI
520090,미래에셋 천연가스 선물 ETN B,KOSPI
550093,N2 전력인프라 Top5 ETN,KOSPI
520055,미래에셋 인버스 2X 코스피200 선물 ETN,KOSPI
138230,KIWOOM 미국달러선물,KOSPI
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),KOSPI
368190,HANARO Fn K-뉴딜디지털플러스,KOSPI
488720,WON 종합채권(AA-이상)액티브,KOSPI
033250,체시스,KOSPI
411860,KIWOOM 독일DAX,KOSPI
003680,한성기업,KOSPI
448490,HANARO 32-10 국고채액티브,KOSPI
457990,PLUS 태양광&ESS,KOSPI
005820,원림,KOSPI
091220,TIGER 은행,KOSPI
580056,KB 일본 로보틱스 TOP 10 ETN,KOSPI
364990,TIGER 게임TOP10,KOSPI
475380,RISE 글로벌리얼티인컴,KOSPI
006200,한국전자홀딩스,KOSPI
001070,대한방직,KOSPI
004365,세방우,KOSPI
461340,HANARO 글로벌생성형AI액티브,KOSPI
477730,KODEX 인도타타그룹,KOSPI
448570,FOCUS AI코리아액티브,KOSPI
000760,이화산업,KOSPI
438320,TIGER 차이나항셍테크레버리지(합성 H),KOSPI
000040,KR모터스,KOSPI
008775,호텔신라우,KOSPI
469050,RISE 미국반도체NYSE(H),KOSPI
002070,비비안,KOSPI
570061,한투 레버리지 은 선물 ETN,KOSPI
167860,KIWOOM 국고채10년레버리지,KOSPI
001140,국보,KOSPI
002420,세기상사,KOSPI
090370,메타랩스,KOSPI
332620,PLUS 미국장기우량회사채,KOSPI
352560,KODEX 미국부동산리츠(H),KOSPI
520047,미래에셋 인버스 2X 옥수수 선물 ETN,KOSPI
610075,메리츠 3X 레버리지 미국채10년 ETN,KOSPI
298770,KODEX 한국대만IT프리미어,KOSPI
009140,경인전자,KOSPI
326230,RISE 내수주플러스,KOSPI
495330,1Q 코리아밸류업,KOSPI
530140,삼성 iSelect 레버리지 조선 TOP10 TR ETN,KOSPI
570104,한투 일본니케이225선물 ETN(H),KOSPI
